"GPStime","peakFreq","snr","amplitude","centralFreq","duration","bandwidth","chisq","chisqDof","confidence","id","ifo","label","imgUrl","Q-value"
1259960248.997,95.999,11.770,1.15e-22,165.213,0.125,281.646606,0.000,0.000,0.998,"xTPKBshCwA","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/eigUyXJaNV/xTPKBshCwA.png",5.657
1261618705.135,62.976,8.668,9.52e-23,3413.363,0.249,6777.944824,0.000,0.000,0.998,"j4ZOS3mJxW","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/mwsLI9G2Lz/j4ZOS3mJxW.png",5.657
1265665713.747,115.113,14.374,5.35e-23,203.068,0.156,334.576904,0.000,0.000,0.998,"oRIfsAam8v","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/2ijKssUsHr/oRIfsAam8v.png",5.657
1265665713.747,115.113,14.374,5.35e-23,203.068,0.156,334.576904,0.000,0.000,0.998,"WpTGEslU5x","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/woTqrtNgDv/WpTGEslU5x.png",5.657
1256762316.316,269.285,8.578,3.30e-23,414.279,0.027,572.527832,0.000,0.000,0.998,"mvDB8p9tl4","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/6jK0JIzlZs/mvDB8p9tl4.png",5.657
1262029120.636,142.363,15.970,5.65e-23,199.643,0.125,341.425415,0.000,0.000,0.998,"z7Y2DDm5Q0","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/LM9RxeVe5g/z7Y2DDm5Q0.png",5.657
1267417444.702,411.865,32.935,1.30e-22,1561.608,0.188,3076.429443,0.000,0.000,0.998,"s38Czk4Lgr","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/JsQj7Wx9Ol/s38Czk4Lgr.png",5.657
1264546554.987,176.063,11.373,3.78e-23,251.138,0.125,413.778290,0.000,0.000,0.998,"MKLk0T6Wuz","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/HbZnMyVF5x/MKLk0T6Wuz.png",5.657
1258623717.775,269.285,16.931,5.83e-23,368.161,0.078,664.763672,0.000,0.000,0.998,"gql7v3ZPm3","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mR1p9cIV56/gql7v3ZPm3.png",5.657
1260168846.641,269.285,9.324,3.44e-23,577.582,0.047,987.767029,0.000,0.000,0.998,"nXAF5ikHv0","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/wtW0bGJgis/nXAF5ikHv0.png",5.657
1263460361.467,217.741,12.473,4.29e-23,569.572,0.094,1003.787720,0.000,0.000,0.998,"5xyHqSqC8L","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/drVxjMpUMi/5xyHqSqC8L.png",5.657
1268240284.154,62.976,9.387,9.79e-23,401.200,0.047,753.619263,0.000,0.000,0.998,"GToamREyJd","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/6HpcBKOpdO/GToamREyJd.png",5.657
1259212470.955,77.754,7.818,7.64e-23,71.925,0.016,69.489693,0.000,0.000,0.998,"CSPeClzkoF","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/8XgiyspyXB/CSPeClzkoF.png",5.657
1266671123.134,275.423,13.668,1.56e-22,1085.999,0.094,1908.597656,0.000,0.000,0.998,"1nBQd3s2Fh","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/d57LF4wvHx/1nBQd3s2Fh.png",5.657
1257218481.177,217.741,11.937,4.25e-23,577.582,0.078,987.767029,0.000,0.000,0.998,"UE99gE4J4x","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/7EG3AkZDVW/UE99gE4J4x.png",5.657
1261209412.580,217.741,40.922,1.47e-22,674.248,0.375,1301.710693,0.000,0.000,0.998,"IloezmVkvN","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/2B5Y7ZgLYE/IloezmVkvN.png",5.657
1261127963.788,142.363,8.089,2.98e-23,325.075,0.070,482.753357,0.000,0.000,0.998,"J5njdKRSzG","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/a2oQtZhRZv/J5njdKRSzG.png",5.657
1257869226.160,217.741,8.698,3.17e-23,475.037,0.020,782.677612,0.000,0.000,0.998,"6nV88vvSAS","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mj8SNRuHFG/6nV88vvSAS.png",5.657
1257869226.160,217.741,8.698,3.17e-23,475.037,0.020,782.677612,0.000,0.000,0.998,"CrmCuF5EDc","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/3mwzNVqtAc/CrmCuF5EDc.png",5.657
1257130478.774,176.063,17.560,6.40e-23,297.691,0.156,537.521118,0.000,0.000,0.998,"Sf9wkH6rlx","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/VluJBPY6I8/Sf9wkH6rlx.png",5.657
1258297887.560,333.030,21.034,9.02e-23,460.550,0.156,811.652527,0.000,0.000,0.998,"ELHnjBGjdK","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/UC6VaJzfPv/ELHnjBGjdK.png",5.657
1264943092.540,269.285,9.130,3.32e-23,246.903,0.035,422.247955,0.000,0.000,0.998,"MoPfRRAcDT","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/WohXlBbG4H/MoPfRRAcDT.png",5.657
1260299400.283,269.285,8.244,3.04e-23,402.027,0.012,597.031250,0.000,0.000,0.998,"Gtt2AYibtD","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/nG3ddUo2D8/Gtt2AYibtD.png",5.657
1260795730.351,142.363,8.184,3.01e-23,227.027,0.125,286.657654,0.000,0.000,0.998,"WvD6ytnoUz","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/LWNki0LIfN/WvD6ytnoUz.png",5.657
1259752667.761,411.865,10.285,4.35e-23,696.391,0.020,1257.426147,0.000,0.000,0.998,"A0qZ55wUzw","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/gCm9dkZoqs/A0qZ55wUzw.png",5.657
1258490948.358,269.285,27.506,9.92e-23,553.622,0.250,1035.686157,0.000,0.000,0.998,"y69W31u8BO","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/INZ4ErmDZq/y69W31u8BO.png",5.657
1258690758.163,779.059,15.160,7.69e-23,1944.170,0.141,3778.892090,0.000,0.000,0.998,"HGqH8vlCel","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/eWQNzR8vM5/HGqH8vlCel.png",5.657
1266992549.413,115.113,11.150,4.19e-23,460.550,0.078,811.652527,0.000,0.000,0.998,"E75jBHkNMF","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/APeI0uImrF/E75jBHkNMF.png",5.657
1260840375.289,269.285,9.614,3.48e-23,3625.861,0.103,7044.698242,0.000,0.000,0.998,"OY3Ak7RiN5","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/3tRhGa6WJ8/OY3Ak7RiN5.png",5.657
1259249126.206,333.030,83.801,3.24e-22,2385.022,0.641,4712.182617,0.000,0.000,0.998,"vfimxT3vvH","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/Dwqpz4okSz/vfimxT3vvH.png",5.657
1259344512.452,115.113,8.207,3.14e-23,460.550,0.180,811.652527,0.000,0.000,0.998,"83Dow5cquY","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/RCEFPIfzqJ/83Dow5cquY.png",5.657
1260816795.641,217.741,8.121,2.83e-23,262.852,0.012,390.349457,0.000,0.000,0.998,"BrUmcdTBuN","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/aVR7s09LDo/BrUmcdTBuN.png",5.657
1261648151.029,77.754,7.643,7.30e-23,3429.506,0.113,6745.658691,0.000,0.000,0.998,"JimCr1AWhS","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/4qYybozx4N/JimCr1AWhS.png",5.657
1257132365.599,176.063,30.889,1.14e-22,833.857,0.500,1609.853027,0.000,0.000,0.998,"CjBktPHAsa","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/VluJBPY6I8/CjBktPHAsa.png",5.657
1261748225.099,509.363,11.274,4.65e-23,569.572,0.016,1003.787720,0.000,0.000,0.998,"fu6xIDjjsu","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/tCdfKHiF8L/fu6xIDjjsu.png",5.657
1262927028.687,115.113,14.323,5.50e-23,171.858,0.094,255.217300,0.000,0.000,0.998,"NYX8E2mSDS","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/eI6qbVZ8Wx/NYX8E2mSDS.png",5.657
1259457767.131,93.079,20.140,8.55e-23,297.691,0.313,537.521118,0.000,0.000,0.998,"97t9z26lsj","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/qYfJRWsCCf/97t9z26lsj.png",5.657
1258158466.205,93.079,14.127,6.19e-23,246.903,0.125,422.247955,0.000,0.000,0.998,"YMz6DYtjDh","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/iChRZYfZHd/YMz6DYtjDh.png",5.657
1256915183.360,269.285,8.272,2.88e-23,392.121,0.020,616.844421,0.000,0.000,0.998,"Cwlkqn5YLO","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/tSTUNhB7Xq/Cwlkqn5YLO.png",5.657
1264587969.158,269.285,35.513,1.38e-22,1031.249,0.219,1990.938965,0.000,0.000,0.998,"ppTH7B17b6","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/yocU6jWk4Z/ppTH7B17b6.png",5.657
1267120803.989,142.363,14.858,5.13e-23,212.540,0.188,315.632599,0.000,0.000,0.998,"IYWKt6bcaB","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/D8s4IYRX0r/IYWKt6bcaB.png",5.657
1260683009.206,115.113,10.075,3.99e-23,143.197,0.047,197.896423,0.000,0.000,0.998,"6BVKEAlc5j","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/o1jRtUIXFx/6BVKEAlc5j.png",5.657
1267139585.470,142.363,10.220,3.53e-23,3790.042,0.163,7444.729492,0.000,0.000,0.998,"YhoXS96LAj","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/WiBYq71BPg/YhoXS96LAj.png",5.657
1258851447.259,176.063,9.493,3.40e-23,227.027,0.047,286.657654,0.000,0.000,0.998,"dqXElBY7cn","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/B2ySIzCkTH/dqXElBY7cn.png",5.657
1263438159.411,115.113,8.144,3.08e-23,212.540,0.047,315.632599,0.000,0.000,0.998,"5WuU8C1PbJ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/NAvKHGKPr5/5WuU8C1PbJ.png",5.657
1259201798.380,176.063,8.932,3.18e-23,270.863,0.039,374.328705,0.000,0.000,0.998,"bj3J5bPBSx","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/aEbWSL7MS3/bj3J5bPBSx.png",5.657
1258911960.319,176.063,28.719,1.06e-22,550.198,0.438,1042.534790,0.000,0.000,0.998,"l8cZ9HXQeo","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/xKfmjibFGH/l8cZ9HXQeo.png",5.657
1259307385.959,62.976,7.689,9.62e-23,78.045,0.031,107.310219,0.000,0.000,0.998,"afDFtn8Cqq","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/mrgHLXVbBG/afDFtn8Cqq.png",5.657
1258292984.284,142.363,7.626,3.01e-23,227.027,0.016,286.657654,0.000,0.000,0.998,"65l6mFL8vl","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/hu5q2PjLM9/65l6mFL8vl.png",5.657
1259802052.573,115.113,16.502,6.60e-23,207.302,0.250,326.107239,0.000,0.000,0.998,"lCQWQCfkS7","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/mjfhbqcelB/lCQWQCfkS7.png",5.657
1258128370.821,333.030,10.965,4.33e-23,484.944,0.016,762.864441,0.000,0.000,0.998,"pNARnAmSHb","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/avV1A4822e/pNARnAmSHb.png",5.657
1260528007.647,333.030,11.077,4.39e-23,439.101,2.000,854.550781,0.000,0.000,0.998,"PD7i3nnVoc","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/MDXavqPQ0R/PD7i3nnVoc.png",5.657
1268271076.032,176.063,8.785,2.97e-23,212.540,0.102,315.632599,0.000,0.000,0.998,"4qSaF0Me9E","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/K55qvYkNmT/4qSaF0Me9E.png",5.657
1263122365.536,176.063,7.882,2.83e-23,219.017,0.010,302.678375,0.000,0.000,0.998,"LMjrObzuSl","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/UbeO8jKQj7/LMjrObzuSl.png",5.657
1257667958.042,217.741,8.222,2.86e-23,236.934,0.012,266.844482,0.000,0.000,0.998,"9wf9CkGSLv","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/XO8URwLJKb/9wf9CkGSLv.png",5.657
1257667958.042,217.741,8.222,2.86e-23,236.934,0.012,266.844482,0.000,0.000,0.998,"jBVmKjYTbR","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/TT5yndceDq/jBVmKjYTbR.png",5.657
1257667958.042,217.741,8.222,2.86e-23,236.934,0.012,266.844482,0.000,0.000,0.998,"Ei4egQtRbm","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/yNoKnS276H/Ei4egQtRbm.png",5.657
1263314612.610,142.363,8.638,3.14e-23,154.911,0.023,174.467575,0.000,0.000,0.998,"C0758FgJno","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/CbTkzZ0li5/C0758FgJno.png",5.657
1260155554.282,115.113,26.393,1.03e-22,2970.558,0.375,5883.255371,0.000,0.000,0.998,"MMTwpNL1ku","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/vVq4dsVC6y/MMTwpNL1ku.png",5.657
1262932626.117,269.285,8.883,3.05e-23,402.027,0.008,597.031250,0.000,0.000,0.998,"SzxSTVw876","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/eI6qbVZ8Wx/SzxSTVw876.png",5.657
1262707041.923,180.679,9.662,9.40e-23,3998.194,0.078,7904.578613,0.000,0.000,0.998,"vH9CNBlA9M","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/vxX28OykZu/vH9CNBlA9M.png",5.657
1258732965.961,629.939,11.548,5.19e-23,1287.081,0.152,2438.807373,0.000,0.000,0.998,"pmHC7e9gDg","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/OD7KbX8Qiy/pmHC7e9gDg.png",5.657
1263475443.306,142.363,22.038,7.76e-23,1938.676,0.250,3805.793457,0.000,0.000,0.998,"qninaJEecZ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/drVxjMpUMi/qninaJEecZ.png",5.657
1268354824.967,217.741,15.928,5.49e-23,368.161,0.125,664.763672,0.000,0.000,0.998,"kPkdr7yeYM","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/p1YX9mGaNw/kPkdr7yeYM.png",5.657
1262313254.651,115.113,8.474,3.20e-23,148.434,0.031,187.421783,0.000,0.000,0.998,"KbbaDv6fKT","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/8Vyxsncghv/KbbaDv6fKT.png",5.657
1263509039.837,176.063,9.189,3.24e-23,317.065,0.020,498.774109,0.000,0.000,0.998,"1H1KxRrvsy","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/drVxjMpUMi/1H1KxRrvsy.png",5.657
1261108850.896,333.030,11.071,4.18e-23,484.944,0.031,762.864441,0.000,0.000,0.998,"HVDiYTj24p","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/WyFimonxzg/HVDiYTj24p.png",5.657
1257819484.781,269.285,8.521,3.14e-23,4026.997,0.483,7846.971191,0.000,0.000,0.998,"3R72XONGu7","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/anHDw4mBQB/3R72XONGu7.png",5.657
1257819484.781,269.285,8.521,3.14e-23,4026.997,0.483,7846.971191,0.000,0.000,0.998,"I9HsmIaiWg","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/S51NyUNkwa/I9HsmIaiWg.png",5.657
1256898618.523,333.030,11.112,3.81e-23,1065.115,0.023,1923.206543,0.000,0.000,0.998,"VieuPFqurz","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/7LtvMPRRAW/VieuPFqurz.png",5.657
1256898618.523,333.030,11.112,3.81e-23,1065.115,0.023,1923.206543,0.000,0.000,0.998,"eXUyn6ojyO","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/cBbsKW0GtP/eXUyn6ojyO.png",5.657
1266639198.864,115.113,10.808,4.05e-23,207.302,0.039,326.107239,0.000,0.000,0.998,"7OVkSGdqi5","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/LqVpBg3xgc/7OVkSGdqi5.png",5.657
1267024094.618,176.063,7.663,2.65e-23,325.075,0.012,482.753357,0.000,0.000,0.998,"eueeE3Bq68","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/gdVo8Zv66q/eueeE3Bq68.png",5.657
1263237777.425,333.030,45.414,1.67e-22,3036.895,0.558,6015.927734,0.000,0.000,0.998,"fkcvBkvH84","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/cTMpuhXmre/fkcvBkvH84.png",5.657
1258286736.197,509.363,10.782,5.45e-23,1577.273,0.031,3045.099121,0.000,0.000,0.998,"DLKQBDzAj9","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/M7HZiAe4ml/DLKQBDzAj9.png",5.657
1260497797.210,115.113,9.473,3.74e-23,256.375,0.031,403.303650,0.000,0.000,0.998,"B5snbbmLNH","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/JnlbO87Pbk/B5snbbmLNH.png",5.657
1260213605.206,115.113,20.597,8.16e-23,553.622,0.250,1035.686157,0.000,0.000,0.998,"VTw46S0rIV","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/QmqghPkGDs/VTw46S0rIV.png",5.657
1263212978.338,269.285,25.467,8.92e-23,837.281,0.188,1603.004517,0.000,0.000,0.998,"KXJpwbj4fR","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/gRTQSjND7H/KXJpwbj4fR.png",5.657
1269018923.321,333.030,10.199,3.71e-23,394.060,0.014,620.722229,0.000,0.000,0.998,"kGQ4hlAWEo","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/9GXxpmaXxQ/kGQ4hlAWEo.png",5.657
1269018923.321,333.030,10.199,3.71e-23,394.060,0.014,620.722229,0.000,0.000,0.998,"GKfTLNEjbw","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/QQqoiSNIVy/GKfTLNEjbw.png",5.657
1262890571.158,75.263,8.617,3.50e-23,101.284,0.063,114.069962,0.000,0.000,0.998,"sbinSrS6aA","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/9SlUEk1frW/sbinSrS6aA.png",5.657
1268417540.938,217.741,24.200,8.44e-23,460.550,0.188,811.652527,0.000,0.000,0.998,"kQKNjEcjh4","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8wmBgML2A3/kQKNjEcjh4.png",5.657
1263424974.066,217.741,8.238,2.82e-23,236.934,0.008,266.844482,0.000,0.000,0.998,"IXpUo31lju","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/NAvKHGKPr5/IXpUo31lju.png",5.657
1257293912.380,142.363,7.872,3.18e-23,171.858,0.055,255.217300,0.000,0.000,0.998,"TIIB28I2iN","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/SiKXVuWr2e/TIIB28I2iN.png",5.657
1261768828.453,217.741,8.709,3.01e-23,280.769,0.012,354.515533,0.000,0.000,0.998,"eCyutDlYHl","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/f2GiXQFvKd/eCyutDlYHl.png",5.657
1258657597.291,62.976,10.433,1.28e-22,93.497,0.094,138.214752,0.000,0.000,0.998,"iwzZDTe3Zo","V1","Blip","https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/13eGgFWuFH/iwzZDTe3Zo.png",5.657
1259845516.150,93.079,10.026,4.34e-23,125.260,0.078,141.072708,0.000,0.000,0.998,"1wi3or6F8Y","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/06raJZaqUJ/1wi3or6F8Y.png",5.657
1259666782.512,217.741,10.477,3.79e-23,484.944,0.023,762.864441,0.000,0.000,0.998,"Y9Im9gcPSU","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/vJ3PLiT33Q/Y9Im9gcPSU.png",5.657
1260779398.253,333.030,28.466,1.09e-22,677.017,0.438,1296.173096,0.000,0.000,0.998,"zXWWljhF7C","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/W9gMl55iKo/zXWWljhF7C.png",5.657
1260878916.649,269.285,58.444,2.10e-22,3018.698,0.563,5948.898438,0.000,0.000,0.998,"3ACPa4nFdH","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Ij005JViee/3ACPa4nFdH.png",5.657
1266295105.721,509.363,8.426,3.58e-23,569.572,0.047,1003.787720,0.000,0.000,0.998,"fyy26ZgH6Z","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/DWB3Gznbjn/fyy26ZgH6Z.png",5.657
1266295105.721,509.363,8.426,3.58e-23,569.572,0.047,1003.787720,0.000,0.000,0.998,"NYGEI5S82I","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/KJ1oWkdGT6/NYGEI5S82I.png",5.657
1266295105.721,509.363,8.426,3.58e-23,569.572,0.047,1003.787720,0.000,0.000,0.998,"yYnmeO12eq","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/sxixW1PASL/yYnmeO12eq.png",5.657
1266295105.721,509.363,8.426,3.58e-23,569.572,0.047,1003.787720,0.000,0.000,0.998,"yc5o0WXnIv","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/uNdlmgSypd/yc5o0WXnIv.png",5.657
1260288166.741,115.113,8.353,3.25e-23,3508.096,0.251,6906.744141,0.000,0.000,0.998,"1yCxQCMNHX","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/wevBNktp5P/1yCxQCMNHX.png",5.657
1258639067.056,176.063,8.491,3.00e-23,270.863,0.023,374.328705,0.000,0.000,0.998,"0Mo4jin81R","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/faa4arcw7z/0Mo4jin81R.png",5.657
1261575477.216,142.363,13.063,5.00e-23,199.643,0.063,341.425415,0.000,0.000,0.998,"Wmi80lUXDO","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/Ad2AUWM8bq/Wmi80lUXDO.png",5.657
1268795916.509,217.741,12.277,4.21e-23,246.903,0.023,422.247955,0.000,0.000,0.998,"lM3gTXsve8","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/qdNEdR0vAF/lM3gTXsve8.png",5.657
1258732390.114,142.363,9.123,3.29e-23,183.572,0.020,231.788467,0.000,0.000,0.998,"0H8PlPZGu6","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/OEyOA1mXwC/0H8PlPZGu6.png",5.657
1264748088.534,142.363,35.261,1.31e-22,361.968,0.313,677.149780,0.000,0.000,0.998,"ukRp2XhcI6","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/192pIR6tTI/ukRp2XhcI6.png",5.657
1258642815.906,411.865,14.693,6.12e-23,563.094,0.109,1016.741882,0.000,0.000,0.998,"hIhmtfl4xZ","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/faa4arcw7z/hIhmtfl4xZ.png",5.657
1266416035.309,411.865,17.915,6.77e-23,837.281,0.094,1603.004517,0.000,0.000,0.998,"LAWLGH2r9p","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/sHvbNbwF4p/LAWLGH2r9p.png",5.657
1257081740.540,142.363,15.823,5.95e-23,246.903,0.375,422.247955,0.000,0.000,0.998,"wYNiY51K8l","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/hG9jQqN7Vi/wYNiY51K8l.png",5.657
1258743834.932,93.079,11.007,4.77e-23,167.623,0.250,263.686981,0.000,0.000,0.998,"VCDAasNh2Y","H1","Blip","https://ldas-jobs.ligo-wa.caltech.edu/~gravityspy/runs/O3/otNcYvedj9/VCDAasNh2Y.png",5.657
1266901420.245,115.113,13.369,4.86e-23,3467.957,0.251,6864.355469,0.000,0.000,0.998,"6kD16nQ7S9","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/27HXP5vHbd/6kD16nQ7S9.png",5.657
1261093742.791,509.363,13.550,5.52e-23,1077.367,0.047,1898.703247,0.000,0.000,0.998,"95dAxWleLf","L1","Blip","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/N2DCTpNycp/95dAxWleLf.png",5.657
